lat,lon,alt,date,device,os,version
39.0639648438,-77.715713501,153.770935059,2014-04-11 18:46:24,"iPhone5,1",7.1,1.1
39.0639648438,-77.715713501,153.770935059,2014-04-11 18:46:24,"iPhone5,1",7.1.2,1.1
39.0504302979,-77.7287521362,148.453338623,2014-04-11 18:57:04,"iPhone5,1",7.1,1.1
39.0504302979,-77.7287521362,148.453338623,2014-04-11 18:57:04,"iPhone5,1",7.1.2,1.1
39.0501441956,-77.7286376953,152.494995117,2014-04-19 14:51:44,"iPhone5,1",7.1,1.1
39.0507087708,-77.728805542,152.139190674,2014-04-19 14:51:44,"iPhone5,1",7.1,1.1
39.0501441956,-77.7286376953,152.494995117,2014-04-19 14:51:44,"iPhone5,1",7.1.1,1.1
39.0507087708,-77.728805542,152.139190674,2014-04-19 14:51:44,"iPhone5,1",7.1.1,1.1
39.0501441956,-77.7286376953,152.494995117,2014-04-19 14:51:44,"iPhone5,1",7.1.2,1.1
39.0507087708,-77.728805542,152.139190674,2014-04-19 14:51:44,"iPhone5,1",7.1.2,1.1
39.0552062988,-77.7312850952,154.554092407,2014-04-20 15:06:40,"iPhone5,1",7.1,1.1
39.0552062988,-77.7312850952,154.554092407,2014-04-20 15:06:40,"iPhone5,1",7.1.1,1.1
39.0552062988,-77.7312850952,154.554092407,2014-04-20 15:06:40,"iPhone5,1",7.1.2,1.1
39.0659599304,-77.6982955933,153.411270142,2014-04-20 15:13:04,"iPhone5,1",7.1,1.1
39.0659599304,-77.6982955933,153.411270142,2014-04-20 15:13:04,"iPhone5,1",7.1.1,1.1
39.0659599304,-77.6982955933,153.411270142,2014-04-20 15:13:04,"iPhone5,1",7.1.2,1.1
39.1148147583,-77.6957168579,159.487991333,2014-04-20 15:17:20,"iPhone5,1",7.1,1.1
39.1148147583,-77.6957168579,159.487991333,2014-04-20 15:17:20,"iPhone5,1",7.1.1,1.1
39.1148147583,-77.6957168579,159.487991333,2014-04-20 15:17:20,"iPhone5,1",7.1.2,1.1
39.1359519958,-77.6990966797,165.762863159,2014-04-20 15:23:44,"iPhone5,1",7.1,1.1
39.1359519958,-77.6990966797,165.762863159,2014-04-20 15:23:44,"iPhone5,1",7.1.1,1.1
39.1359519958,-77.6990966797,165.762863159,2014-04-20 15:23:44,"iPhone5,1",7.1.2,1.1
39.136554718,-77.6929321289,165.55229187,2014-04-20 16:02:08,"iPhone5,1",7.1,1.1
39.136554718,-77.6929321289,165.55229187,2014-04-20 16:02:08,"iPhone5,1",7.1.1,1.1
39.136554718,-77.6929321289,165.55229187,2014-04-20 16:02:08,"iPhone5,1",7.1.2,1.1
39.1056938171,-77.5833358765,165.387817383,2014-04-20 16:10:40,"iPhone5,1",7.1,1.1
39.1056938171,-77.5833358765,165.387817383,2014-04-20 16:10:40,"iPhone5,1",7.1.1,1.1
39.1056938171,-77.5833358765,165.387817383,2014-04-20 16:10:40,"iPhone5,1",7.1.2,1.1
39.0314559937,-77.5311965942,136.820953369,2014-04-20 16:17:04,"iPhone5,1",7.1,1.1
39.0314559937,-77.5311965942,136.820953369,2014-04-20 16:17:04,"iPhone5,1",7.1.1,1.1
39.0314559937,-77.5311965942,136.820953369,2014-04-20 16:17:04,"iPhone5,1",7.1.2,1.1
38.9890213013,-77.4531478882,108.177940369,2014-04-20 16:25:36,"iPhone5,1",7.1,1.1
38.9890213013,-77.4531478882,108.177940369,2014-04-20 16:25:36,"iPhone5,1",7.1.1,1.1
38.9890213013,-77.4531478882,108.177940369,2014-04-20 16:25:36,"iPhone5,1",7.1.2,1.1
38.9697227478,-77.3834915161,118.033538818,2014-04-20 16:34:08,"iPhone5,1",7.1,1.1
38.9697227478,-77.3834915161,118.033538818,2014-04-20 16:34:08,"iPhone5,1",7.1.1,1.1
38.9697227478,-77.3834915161,118.033538818,2014-04-20 16:34:08,"iPhone5,1",7.1.2,1.1
38.9693412781,-77.3909072876,119.121109009,2014-04-20 19:16:16,"iPhone5,1",7.1,1.1
38.9693412781,-77.3909072876,119.121109009,2014-04-20 19:16:16,"iPhone5,1",7.1.1,1.1
38.9693412781,-77.3909072876,119.121109009,2014-04-20 19:16:16,"iPhone5,1",7.1.2,1.1
38.964225769,-77.4191665649,124.114723206,2014-04-20 19:22:40,"iPhone5,1",7.1,1.1
38.964225769,-77.4191665649,124.114723206,2014-04-20 19:22:40,"iPhone5,1",7.1.1,1.1
38.964225769,-77.4191665649,124.114723206,2014-04-20 19:22:40,"iPhone5,1",7.1.2,1.1
38.9944229126,-77.4845504761,124.114723206,2014-04-20 19:29:04,"iPhone5,1",7.1,1.1
38.9944229126,-77.4845504761,124.114723206,2014-04-20 19:29:04,"iPhone5,1",7.1.1,1.1
38.9944229126,-77.4845504761,124.114723206,2014-04-20 19:29:04,"iPhone5,1",7.1.2,1.1
39.0929222107,-77.5610580444,108.402412415,2014-04-20 19:35:28,"iPhone5,1",7.1,1.1
39.0929222107,-77.5610580444,108.402412415,2014-04-20 19:35:28,"iPhone5,1",7.1.1,1.1
39.0929222107,-77.5610580444,108.402412415,2014-04-20 19:35:28,"iPhone5,1",7.1.2,1.1
39.0506744385,-77.6190719604,120.949966431,2014-04-20 19:44:00,"iPhone5,1",7.1,1.1
39.0506744385,-77.6190719604,120.949966431,2014-04-20 19:44:00,"iPhone5,1",7.1.1,1.1
39.0506744385,-77.6190719604,120.949966431,2014-04-20 19:44:00,"iPhone5,1",7.1.2,1.1
39.01795578,-77.6594467163,122.319763184,2014-04-20 19:50:24,"iPhone5,1",7.1,1.1
39.01795578,-77.6594467163,122.319763184,2014-04-20 19:50:24,"iPhone5,1",7.1.1,1.1
39.01795578,-77.6594467163,122.319763184,2014-04-20 19:50:24,"iPhone5,1",7.1.2,1.1
39.0395431519,-77.7258834839,131.031860352,2014-04-20 19:56:48,"iPhone5,1",7.1,1.1
39.0395431519,-77.7258834839,131.031860352,2014-04-20 19:56:48,"iPhone5,1",7.1.1,1.1
39.0395431519,-77.7258834839,131.031860352,2014-04-20 19:56:48,"iPhone5,1",7.1.2,1.1
39.0493125916,-77.7289886475,151.813339233,2014-04-20 20:07:28,"iPhone5,1",7.1,1.1
39.0493125916,-77.7289886475,151.813339233,2014-04-20 20:07:28,"iPhone5,1",7.1.1,1.1
39.0493125916,-77.7289886475,151.813339233,2014-04-20 20:07:28,"iPhone5,1",7.1.2,1.1
39.0544624329,-77.7301483154,154.174407959,2014-04-21 11:52:32,"iPhone5,1",7.1,1.1
39.0544624329,-77.7301483154,154.174407959,2014-04-21 11:52:32,"iPhone5,1",7.1.1,1.1
39.0544624329,-77.7301483154,154.174407959,2014-04-21 11:52:32,"iPhone5,1",7.1.2,1.1
39.0633811951,-77.7043228149,146.805877686,2014-04-21 11:56:48,"iPhone5,1",7.1,1.1
39.0633811951,-77.7043228149,146.805877686,2014-04-21 11:56:48,"iPhone5,1",7.1.1,1.1
39.0633811951,-77.7043228149,146.805877686,2014-04-21 11:56:48,"iPhone5,1",7.1.2,1.1
39.0974578857,-77.6922531128,130.98739624,2014-04-21 12:03:12,"iPhone5,1",7.1,1.1
39.0974578857,-77.6922531128,130.98739624,2014-04-21 12:03:12,"iPhone5,1",7.1.1,1.1
39.0974578857,-77.6922531128,130.98739624,2014-04-21 12:03:12,"iPhone5,1",7.1.2,1.1
39.1308898926,-77.7034378052,172,2014-04-21 12:09:36,"iPhone5,1",7.1,1.1
39.1308898926,-77.7034378052,172,2014-04-21 12:09:36,"iPhone5,1",7.1.1,1.1
39.1308898926,-77.7034378052,172,2014-04-21 12:09:36,"iPhone5,1",7.1.2,1.1
39.1395835876,-77.7023773193,171.791610718,2014-04-21 12:18:08,"iPhone5,1",7.1,1.1
39.1395835876,-77.7023773193,171.791610718,2014-04-21 12:18:08,"iPhone5,1",7.1.1,1.1
39.1395835876,-77.7023773193,171.791610718,2014-04-21 12:18:08,"iPhone5,1",7.1.2,1.1
39.1333656311,-77.7041320801,172,2014-04-21 18:31:28,"iPhone5,1",7.1,1.1
39.1333656311,-77.7041320801,172,2014-04-21 18:31:28,"iPhone5,1",7.1.1,1.1
39.1333656311,-77.7041320801,172,2014-04-21 18:31:28,"iPhone5,1",7.1.2,1.1
39.1007804871,-77.6958084106,165.718048096,2014-04-21 18:35:44,"iPhone5,1",7.1,1.1
39.1007804871,-77.6958084106,165.718048096,2014-04-21 18:35:44,"iPhone5,1",7.1.1,1.1
39.1007804871,-77.6958084106,165.718048096,2014-04-21 18:35:44,"iPhone5,1",7.1.2,1.1
39.0641441345,-77.7057723999,153.358001709,2014-04-21 18:42:08,"iPhone5,1",7.1,1.1
39.0641441345,-77.7057723999,153.358001709,2014-04-21 18:42:08,"iPhone5,1",7.1.1,1.1
39.0641441345,-77.7057723999,153.358001709,2014-04-21 18:42:08,"iPhone5,1",7.1.2,1.1
39.0505447388,-77.7280426025,151.141647339,2014-04-21 18:46:24,"iPhone5,1",7.1,1.1
39.0505447388,-77.7280426025,151.141647339,2014-04-21 18:46:24,"iPhone5,1",7.1.1,1.1
39.0505447388,-77.7280426025,151.141647339,2014-04-21 18:46:24,"iPhone5,1",7.1.2,1.1
39.05519104,-77.7312011719,153.716186523,2014-04-22 11:46:08,"iPhone5,1",7.1,1.1
39.05519104,-77.7312011719,153.716186523,2014-04-22 11:46:08,"iPhone5,1",7.1.1,1.1
39.05519104,-77.7312011719,153.716186523,2014-04-22 11:46:08,"iPhone5,1",7.1.2,1.1
39.1366539001,-77.7047348022,171.916213989,2014-04-22 12:03:12,"iPhone5,1",7.1,1.1
39.1366539001,-77.7047348022,171.916213989,2014-04-22 12:03:12,"iPhone5,1",7.1.1,1.1
39.1366539001,-77.7047348022,171.916213989,2014-04-22 12:03:12,"iPhone5,1",7.1.2,1.1
39.1409759521,-77.7030029297,170.878311157,2014-04-22 12:07:28,"iPhone5,1",7.1,1.1
39.1409759521,-77.7030029297,170.878311157,2014-04-22 12:07:28,"iPhone5,1",7.1.1,1.1
39.1409759521,-77.7030029297,170.878311157,2014-04-22 12:07:28,"iPhone5,1",7.1.2,1.1
39.1399879456,-77.7023696899,172.019378662,2014-04-22 16:53:20,"iPhone5,1",7.1,1.1
39.1398239136,-77.7027511597,172.019378662,2014-04-22 16:53:20,"iPhone5,1",7.1,1.1
39.1399879456,-77.7023696899,172.019378662,2014-04-22 16:53:20,"iPhone5,1",7.1.1,1.1
39.1398239136,-77.7027511597,172.019378662,2014-04-22 16:53:20,"iPhone5,1",7.1.1,1.1
39.1399879456,-77.7023696899,172.019378662,2014-04-22 16:53:20,"iPhone5,1",7.1.2,1.1
39.1398239136,-77.7027511597,172.019378662,2014-04-22 16:53:20,"iPhone5,1",7.1.2,1.1
39.1400909424,-77.7023696899,172.014480591,2014-04-22 16:55:28,"iPhone5,1",7.1,1.1
39.1400909424,-77.7023696899,172.014480591,2014-04-22 16:55:28,"iPhone5,1",7.1.1,1.1
39.1400909424,-77.7023696899,172.014480591,2014-04-22 16:55:28,"iPhone5,1",7.1.2,1.1
39.1239395142,-77.7002563477,169.107131958,2014-04-22 19:01:20,"iPhone5,1",7.1,1.1
39.1239395142,-77.7002563477,169.107131958,2014-04-22 19:01:20,"iPhone5,1",7.1.1,1.1
39.1239395142,-77.7002563477,169.107131958,2014-04-22 19:01:20,"iPhone5,1",7.1.2,1.1
39.0575218201,-77.7324142456,159.967681885,2014-04-22 19:12:00,"iPhone5,1",7.1,1.1
39.0575218201,-77.7324142456,159.967681885,2014-04-22 19:12:00,"iPhone5,1",7.1.1,1.1
39.0575218201,-77.7324142456,159.967681885,2014-04-22 19:12:00,"iPhone5,1",7.1.2,1.1
39.0501403809,-77.7286376953,152.863372803,2014-04-22 19:18:24,"iPhone5,1",7.1,1.1
39.0501403809,-77.7286376953,152.863372803,2014-04-22 19:18:24,"iPhone5,1",7.1.1,1.1
39.0501403809,-77.7286376953,152.863372803,2014-04-22 19:18:24,"iPhone5,1",7.1.2,1.1
39.0501289368,-77.7286529541,154.676956177,2014-04-23 05:13:36,"iPhone5,1",7.1,1.1
39.0501289368,-77.7286529541,154.676956177,2014-04-23 05:13:36,"iPhone5,1",7.1.1,1.1
39.0501289368,-77.7286529541,154.676956177,2014-04-23 05:13:36,"iPhone5,1",7.1.2,1.1
39.0501365662,-77.7286453247,147.924453735,2014-04-24 05:00:48,"iPhone5,1",7.1.1,1.1
39.0501365662,-77.7286453247,147.924453735,2014-04-24 05:00:48,"iPhone5,1",7.1.2,1.1
39.0543861389,-77.7306976318,151.889251709,2014-04-24 11:41:52,"iPhone5,1",7.1.1,1.1
39.0543861389,-77.7306976318,151.889251709,2014-04-24 11:41:52,"iPhone5,1",7.1.2,1.1
39.0625152588,-77.6989593506,140.174102783,2014-04-24 11:46:08,"iPhone5,1",7.1.1,1.1
39.0625152588,-77.6989593506,140.174102783,2014-04-24 11:46:08,"iPhone5,1",7.1.2,1.1
39.1072349548,-77.6957397461,143.138214111,2014-04-24 11:52:32,"iPhone5,1",7.1.1,1.1
39.1072349548,-77.6957397461,143.138214111,2014-04-24 11:52:32,"iPhone5,1",7.1.2,1.1
39.1366844177,-77.7049865723,159.332000732,2014-04-24 11:56:48,"iPhone5,1",7.1.1,1.1
39.1366844177,-77.7049865723,159.332000732,2014-04-24 11:56:48,"iPhone5,1",7.1.2,1.1
39.128162384,-77.7028808594,172.071685791,2014-04-24 19:01:20,"iPhone5,1",7.1.1,1.1
39.128162384,-77.7028808594,172.071685791,2014-04-24 19:01:20,"iPhone5,1",7.1.2,1.1
39.0676078796,-77.6968841553,163.096084595,2014-04-24 19:07:44,"iPhone5,1",7.1.1,1.1
39.0676078796,-77.6968841553,163.096084595,2014-04-24 19:07:44,"iPhone5,1",7.1.2,1.1
39.0506019592,-77.7280273438,151.818023682,2014-04-24 19:14:08,"iPhone5,1",7.1.1,1.1
39.0506019592,-77.7280273438,151.818023682,2014-04-24 19:14:08,"iPhone5,1",7.1.2,1.1
39.0546188354,-77.7308197021,153.301422119,2014-04-25 11:48:16,"iPhone5,1",7.1.1,1.1
39.0546188354,-77.7308197021,153.301422119,2014-04-25 11:48:16,"iPhone5,1",7.1.2,1.1
39.0627212524,-77.6997451782,142.262496948,2014-04-25 11:54:40,"iPhone5,1",7.1.1,1.1
39.0627212524,-77.6997451782,142.262496948,2014-04-25 11:54:40,"iPhone5,1",7.1.2,1.1
39.1075820923,-77.6956176758,161.946548462,2014-04-25 11:58:56,"iPhone5,1",7.1.1,1.1
39.1075820923,-77.6956176758,161.946548462,2014-04-25 11:58:56,"iPhone5,1",7.1.2,1.1
39.1394004822,-77.7046051025,169.701004028,2014-04-25 12:07:28,"iPhone5,1",7.1.1,1.1
39.1394004822,-77.7046051025,169.701004028,2014-04-25 12:07:28,"iPhone5,1",7.1.2,1.1
39.1347045898,-77.7047348022,172.691101074,2014-04-25 17:33:52,"iPhone5,1",7.1.1,1.1
39.1347045898,-77.7047348022,172.691101074,2014-04-25 17:33:52,"iPhone5,1",7.1.2,1.1
39.050567627,-77.7280578613,150.579818726,2014-04-25 17:48:48,"iPhone5,1",7.1.1,1.1
39.050567627,-77.7280578613,150.579818726,2014-04-25 17:48:48,"iPhone5,1",7.1.2,1.1
39.0545501709,-77.7309036255,154.504302979,2014-04-26 23:21:36,"iPhone5,1",7.1.1,1.1
39.0545501709,-77.7309036255,154.504302979,2014-04-26 23:21:36,"iPhone5,1",7.1.2,1.1
39.0325088501,-77.7181091309,123.793121338,2014-04-26 23:28:00,"iPhone5,1",7.1.1,1.1
39.0325088501,-77.7181091309,123.793121338,2014-04-26 23:28:00,"iPhone5,1",7.1.2,1.1
39.0007705688,-77.6835250854,132.332977295,2014-04-26 23:32:16,"iPhone5,1",7.1.1,1.1
39.0007705688,-77.6835250854,132.332977295,2014-04-26 23:32:16,"iPhone5,1",7.1.2,1.1
38.9760131836,-77.6435775757,101.645446777,2014-04-26 23:36:32,"iPhone5,1",7.1.1,1.1
38.9760131836,-77.6435775757,101.645446777,2014-04-26 23:36:32,"iPhone5,1",7.1.2,1.1
38.9590187073,-77.5957870483,122.3542099,2014-04-26 23:42:56,"iPhone5,1",7.1.1,1.1
38.9590187073,-77.5957870483,122.3542099,2014-04-26 23:42:56,"iPhone5,1",7.1.2,1.1
38.938129425,-77.5418701172,104.593894958,2014-04-26 23:47:12,"iPhone5,1",7.1.1,1.1
38.938129425,-77.5418701172,104.593894958,2014-04-26 23:47:12,"iPhone5,1",7.1.2,1.1
38.9133377075,-77.4787979126,86.8843688965,2014-04-26 23:51:28,"iPhone5,1",7.1.1,1.1
38.9133377075,-77.4787979126,86.8843688965,2014-04-26 23:51:28,"iPhone5,1",7.1.2,1.1
38.895778656,-77.4355316162,90.0390930176,2014-04-26 23:57:52,"iPhone5,1",7.1.1,1.1
38.895778656,-77.4355316162,90.0390930176,2014-04-26 23:57:52,"iPhone5,1",7.1.2,1.1
38.8963699341,-77.4245529175,102.713287354,2014-04-27 00:02:08,"iPhone5,1",7.1.1,1.1
38.8963699341,-77.4245529175,102.713287354,2014-04-27 00:02:08,"iPhone5,1",7.1.2,1.1
38.8959007263,-77.4302978516,97.4266052246,2014-04-27 00:08:32,"iPhone5,1",7.1.1,1.1
38.8959007263,-77.4302978516,97.4266052246,2014-04-27 00:08:32,"iPhone5,1",7.1.2,1.1
38.9107513428,-77.4722061157,79.4308166504,2014-04-27 00:12:48,"iPhone5,1",7.1.1,1.1
38.9107513428,-77.4722061157,79.4308166504,2014-04-27 00:12:48,"iPhone5,1",7.1.2,1.1
38.9274253845,-77.5134353638,98.1850814819,2014-04-27 00:19:12,"iPhone5,1",7.1.1,1.1
38.9274253845,-77.5134353638,98.1850814819,2014-04-27 00:19:12,"iPhone5,1",7.1.2,1.1
38.949672699,-77.5706939697,108.300437927,2014-04-27 00:23:28,"iPhone5,1",7.1.1,1.1
38.949672699,-77.5706939697,108.300437927,2014-04-27 00:23:28,"iPhone5,1",7.1.2,1.1
38.9704208374,-77.6259689331,118.43951416,2014-04-27 00:27:44,"iPhone5,1",7.1.1,1.1
38.9704208374,-77.6259689331,118.43951416,2014-04-27 00:27:44,"iPhone5,1",7.1.2,1.1
39.0083503723,-77.6927032471,150.974258423,2014-04-27 00:36:16,"iPhone5,1",7.1.1,1.1
39.0083503723,-77.6927032471,150.974258423,2014-04-27 00:36:16,"iPhone5,1",7.1.2,1.1
39.0441131592,-77.7267990112,135.052230835,2014-04-27 00:42:40,"iPhone5,1",7.1.1,1.1
39.0441131592,-77.7267990112,135.052230835,2014-04-27 00:42:40,"iPhone5,1",7.1.2,1.1
39.0501251221,-77.7286529541,150.995895386,2014-04-27 01:16:48,"iPhone5,1",7.1.1,1.1
39.0501251221,-77.7286529541,150.995895386,2014-04-27 01:16:48,"iPhone5,1",7.1.2,1.1
39.0551757812,-77.7311859131,154.630249023,2014-04-27 19:09:52,"iPhone5,1",7.1.1,1.1
39.0551757812,-77.7311859131,154.630249023,2014-04-27 19:09:52,"iPhone5,1",7.1.2,1.1
39.0685310364,-77.6980133057,125.044342041,2014-04-27 19:16:16,"iPhone5,1",7.1.1,1.1
39.0685310364,-77.6980133057,125.044342041,2014-04-27 19:16:16,"iPhone5,1",7.1.2,1.1
39.1123008728,-77.6957015991,126.058990479,2014-04-27 19:20:32,"iPhone5,1",7.1.1,1.1
39.1123008728,-77.6957015991,126.058990479,2014-04-27 19:20:32,"iPhone5,1",7.1.2,1.1
39.1367912292,-77.704864502,172.025772095,2014-04-27 19:26:56,"iPhone5,1",7.1.1,1.1
39.1367912292,-77.704864502,172.025772095,2014-04-27 19:26:56,"iPhone5,1",7.1.2,1.1
39.1412239075,-77.7028427124,180.221343994,2014-04-27 21:02:56,"iPhone5,1",7.1.1,1.1
39.1412239075,-77.7028427124,180.221343994,2014-04-27 21:02:56,"iPhone5,1",7.1.2,1.1
39.1165657043,-77.6964187622,165.721664429,2014-04-27 21:09:20,"iPhone5,1",7.1.1,1.1
39.1165657043,-77.6964187622,165.721664429,2014-04-27 21:09:20,"iPhone5,1",7.1.2,1.1
39.0817375183,-77.6965713501,157.355300903,2014-04-27 21:13:36,"iPhone5,1",7.1.1,1.1
39.0817375183,-77.6965713501,157.355300903,2014-04-27 21:13:36,"iPhone5,1",7.1.2,1.1
39.0554161072,-77.7311859131,155.55039978,2014-04-27 21:20:00,"iPhone5,1",7.1.1,1.1
39.0554161072,-77.7311859131,155.55039978,2014-04-27 21:20:00,"iPhone5,1",7.1.2,1.1
39.0501365662,-77.7286376953,152.007263184,2014-04-27 21:26:24,"iPhone5,1",7.1.1,1.1
39.0501365662,-77.7286376953,152.007263184,2014-04-27 21:26:24,"iPhone5,1",7.1.2,1.1
39.0556297302,-77.7314987183,151.370025635,2014-04-28 11:37:36,"iPhone5,1",7.1.1,1.1
